time_s	dy_m
46.548003	0.047066
46.581347	0.047066
46.614690	0.047066
46.648034	0.047057
46.681378	0.046183
46.714722	0.045277
46.748066	0.046165
46.781410	0.047062
46.814754	0.047057
46.848097	0.047952
46.881441	0.047953
46.914785	0.047953
46.948129	0.047953
46.981473	0.047952
47.014817	0.047952
47.048160	0.047952
47.081504	0.047953
47.114848	0.047953
47.148192	0.047953
47.181536	0.047953
47.214880	0.047953
47.248223	0.047953
47.281567	0.047953
47.314911	0.047953
47.348255	0.047953
47.381599	0.047953
47.414943	0.047953
47.448287	0.047953
47.481630	0.047953
47.514974	0.047949
47.548318	0.047944
47.581662	0.048840
47.615006	0.048840
47.648350	0.048839
47.681693	0.048840
47.715037	0.048840
47.748381	0.048840
47.781725	0.048840
47.815069	0.048840
47.848413	0.048840
47.881756	0.048840
47.915100	0.048840
47.948444	0.048840
47.981788	0.048840
48.015132	0.048840
48.048476	0.048840
48.081820	0.048840
48.115163	0.048840
48.148507	0.048832
48.181851	0.049728
48.215195	0.049728
48.248539	0.049728
48.281883	0.049728
48.315226	0.049728
48.348570	0.049727
48.381914	0.049727
48.415258	0.049727
48.448602	0.049727
48.481946	0.049727
48.515289	0.049727
48.548633	0.049727
48.581977	0.049727
48.615321	0.049727
48.648665	0.049727
48.682009	0.049727
48.715353	0.049728
48.748696	0.049728
48.782040	0.049728
48.815384	0.049728
48.848728	0.049728
48.882072	0.049728
48.915416	0.049728
48.948759	0.049719
48.982103	0.050615
49.015447	0.048844
49.048791	0.049730
49.082135	0.048834
49.115479	0.048834
49.148822	0.048834
49.182166	0.048834
49.215510	0.048834
49.248854	0.048834
49.282198	0.048834
49.315542	0.048830
49.348885	0.049724
49.382229	0.049724
49.415573	0.049724
49.448917	0.049724
49.482261	0.049724
49.515605	0.049724
49.548949	0.049724
49.582292	0.049719
49.615636	0.050615
49.648980	0.050615
49.682324	0.050615
49.715668	0.050615
49.749012	0.050615
49.782355	0.050615
49.815699	0.050615
49.849043	0.050611
49.882387	0.050611
49.915731	0.050611
49.949075	0.050611
49.982418	0.050611
50.015762	0.050611
50.049106	0.050611
50.082450	0.050611
50.115794	0.050611
50.149138	0.050611
50.182482	0.050606
50.215825	0.051502
50.249169	0.051502
50.282513	0.051502
50.315857	0.051501
50.349201	0.051502
50.382545	0.051502
50.415888	0.051498
50.449232	0.051498
50.482576	0.051498
50.515920	0.051498
50.549264	0.051498
50.582608	0.051498
50.615951	0.051498
50.649295	0.051498
50.682639	0.051498
50.715983	0.051498
50.749327	0.051498
50.782671	0.051498
50.816015	0.051499
50.849358	0.051493
50.882702	0.052390
50.916046	0.052390
50.949390	0.052390
50.982734	0.052390
51.016078	0.052390
51.049421	0.052386
51.082765	0.052386
51.116109	0.052386
51.149453	0.052386
51.182797	0.052386
51.216141	0.052386
51.249484	0.052386
51.282828	0.052386
51.316172	0.052387
51.349516	0.052383
51.382860	0.052383
51.416204	0.052383
51.449548	0.052381
51.482891	0.053276
51.516235	0.053276
51.549579	0.053277
51.582923	0.053277
51.616267	0.053277
51.649611	0.053273
51.682954	0.053273
51.716298	0.053273
51.749642	0.053273
51.782986	0.053273
51.816330	0.053273
51.849674	0.053273
51.883017	0.053274
51.916361	0.053273
51.949705	0.053273
51.983049	0.053274
52.016393	0.053274
52.049737	0.053274
52.083080	0.053274
52.116424	0.053274
52.149768	0.053271
52.183112	0.053271
52.216456	0.053271
52.249800	0.053270
52.283144	0.053270
52.316487	0.053270
52.349831	0.053270
52.383175	0.053270
52.416519	0.053270
52.449863	0.053270
52.483207	0.053270
52.516550	0.053270
52.549894	0.053270
52.583238	0.053270
52.616582	0.053270
52.649926	0.053270
52.683270	0.053270
52.716613	0.053270
52.749957	0.053266
52.783301	0.054161
52.816645	0.054161
52.849989	0.054160
52.883333	0.054161
52.916677	0.054161
52.950020	0.054161
52.983364	0.054161
53.016708	0.054161
53.050052	0.054157
53.083396	0.054157
53.116740	0.054157
53.150083	0.054157
53.183427	0.054157
53.216771	0.054157
53.250115	0.054157
53.283459	0.054181
53.316803	0.055932
53.350146	0.055932
53.383490	0.055932
53.416834	0.055932
53.450178	0.055932
53.483522	0.055932
53.516866	0.055932
53.550210	0.055932
53.583553	0.055932
53.616897	0.055932
53.650241	0.055932
53.683585	0.055932
53.716929	0.055932
53.750273	0.055932
53.783616	0.055932
53.816960	0.055932
53.850304	0.055932
53.883648	0.055932
53.916992	0.055932
53.950336	0.055932
53.983679	0.055932
54.017023	0.055931
54.050367	0.056819
54.083711	0.056819
54.117055	0.056819
54.150399	0.056819
54.183743	0.056819
54.217086	0.056819
54.250430	0.056819
54.283774	0.056819
54.317118	0.056819
54.350462	0.056819
54.383806	0.056819
54.417149	0.056819
54.450493	0.056819
54.483837	0.056819
54.517181	0.056819
54.550525	0.056819
54.583869	0.056819
54.617212	0.056819
54.650556	0.056819
54.683900	0.056819
54.717244	0.056819
54.750588	0.056819
54.783932	0.056819
54.817276	0.056819
54.850619	0.056819
54.883963	0.056819
54.917307	0.056819
54.950651	0.056819
54.983995	0.056819
55.017339	0.056819
55.050682	0.056819
55.084026	0.056819
55.117370	0.056819
55.150714	0.056819
55.184058	0.056819
55.217402	0.056819
55.250745	0.056819
55.284089	0.056819
55.317433	0.056819
55.350777	0.056819
55.384121	0.056819
55.417465	0.056819
55.450808	0.056811
55.484152	0.057709
55.517496	0.057710
55.550840	0.057709
55.584184	0.057709
55.617528	0.057709
55.650872	0.057710
55.684215	0.057709
55.717559	0.057710
55.750903	0.057710
55.784247	0.057710
55.817591	0.057710
55.850935	0.057706
55.884278	0.057710
55.917622	0.057734
55.950966	0.058594
55.984310	0.058594
56.017654	0.058594
56.050998	0.058594
56.084341	0.058594
56.117685	0.058594
56.151029	0.058594
56.184373	0.058594
56.217717	0.058594
56.251061	0.058594
56.284405	0.058594
56.317748	0.058594
56.351092	0.058594
56.384436	0.058594
56.417780	0.058594
56.451124	0.058586
56.484468	0.059484
56.517811	0.059484
56.551155	0.059484
56.584499	0.059484
56.617843	0.059484
56.651187	0.059484
56.684531	0.059484
56.717874	0.059484
56.751218	0.059484
56.784562	0.059481
56.817906	0.059484
56.851250	0.059484
56.884594	0.059484
56.917938	0.059484
56.951281	0.059481
56.984625	0.059485
57.017969	0.059481
57.051313	0.059481
57.084657	0.059481
57.118001	0.059481
57.151344	0.059481
57.184688	0.059481
57.218032	0.059502
57.251376	0.061256
57.284720	0.061256
57.318064	0.061256
57.351407	0.061256
57.384751	0.061256
57.418095	0.061256
57.451439	0.061256
57.484783	0.061256
57.518127	0.061256
57.551471	0.061256
57.584814	0.061256
57.618158	0.061256
57.651502	0.061256
57.684846	0.061256
57.718190	0.061256
57.751534	0.061256
57.784877	0.061256
57.818221	0.061256
57.851565	0.061256
57.884909	0.061256
57.918253	0.061256
57.951597	0.061256
57.984940	0.061256
58.018284	0.061256
58.051628	0.061256
58.084972	0.061256
58.118316	0.061256
58.151660	0.061256
58.185004	0.061256
58.218347	0.061256
58.251691	0.061256
58.285035	0.061256
58.318379	0.061256
58.351723	0.061256
58.385067	0.061248
58.418410	0.062147
58.451754	0.062147
58.485098	0.062146
58.518442	0.062147
58.551786	0.062147
58.585130	0.062147
58.618473	0.062147
58.651817	0.062147
58.685161	0.062147
58.718505	0.062147
58.751849	0.062146
58.785193	0.062147
58.818536	0.062147
58.851880	0.062147
58.885224	0.062147
58.918568	0.062146
58.951912	0.062147
58.985256	0.062170
59.018600	0.063038
59.051943	0.062142
59.085287	0.063030
59.118631	0.063030
59.151975	0.063030
59.185319	0.063030
59.218663	0.063030
59.252006	0.063030
59.285350	0.063030
59.318694	0.063030
59.352038	0.063030
59.385382	0.063030
59.418726	0.063030
59.452069	0.063030
59.485413	0.063030
59.518757	0.063030
59.552101	0.063030
59.585445	0.063029
59.618789	0.063917
59.652133	0.063917
59.685476	0.063917
59.718820	0.063917
59.752164	0.063917
59.785508	0.063917
59.818852	0.063917
59.852196	0.063917
59.885539	0.063917
59.918883	0.063917
59.952227	0.063917
59.985571	0.063917
60.018915	0.063917
60.052259	0.063917
60.085602	0.063917
60.118946	0.063917
60.152290	0.063917
60.185634	0.063917
60.218978	0.063917
60.252322	0.063917
60.285666	0.063916
60.319009	0.064805
60.352353	0.064805
60.385697	0.064805
60.419041	0.064805
60.452385	0.064805
60.485729	0.064805
60.519072	0.064805
60.552416	0.064805
60.585760	0.064805
60.619104	0.064805
60.652448	0.064805
60.685792	0.064805
60.719135	0.064805
60.752479	0.064805
60.785823	0.064805
60.819167	0.064805
60.852511	0.064804
60.885855	0.065692
60.919199	0.065692
60.952542	0.065692
60.985886	0.065692
61.019230	0.065692
61.052574	0.065692
61.085918	0.065692
61.119262	0.065692
61.152605	0.065692
61.185949	0.065692
61.219293	0.065692
61.252637	0.065692
61.285981	0.065692
61.319325	0.065692
61.352668	0.065692
61.386012	0.065692
61.419356	0.065692
61.452700	0.065692
61.486044	0.065692
61.519388	0.065692
61.552731	0.065692
61.586075	0.065692
61.619419	0.065692
61.652763	0.065692
61.686107	0.065684
61.719451	0.066583
61.752795	0.066583
61.786138	0.066583
61.819482	0.066607
61.852826	0.067466
61.886170	0.067466
61.919514	0.067466
61.952858	0.067466
61.986201	0.067466
62.019545	0.067466
62.052889	0.067466
62.086233	0.067466
62.119577	0.067466
62.152921	0.067466
62.186264	0.067466
62.219608	0.067466
62.252952	0.067466
62.286296	0.067466
62.319640	0.067466
62.352984	0.067466
62.386328	0.067466
62.419671	0.067459
62.453015	0.068360
62.486359	0.068357
62.519703	0.068361
62.553047	0.068357
62.586391	0.068357
62.619734	0.068357
62.653078	0.068358
62.686422	0.068357
62.719766	0.068357
62.753110	0.068357
62.786454	0.068357
62.819797	0.068357
62.853141	0.068357
62.886485	0.068358
62.919829	0.068381
62.953173	0.069241
62.986517	0.069241
63.019861	0.069241
63.053204	0.069241
63.086548	0.069241
63.119892	0.069241
63.153236	0.069241
63.186580	0.069241
63.219924	0.069241
63.253267	0.069241
63.286611	0.069241
63.319955	0.069241
63.353299	0.069241
63.386643	0.069241
63.419987	0.069241
63.453330	0.069241
63.486674	0.069241
63.520018	0.069241
63.553362	0.069241
63.586706	0.069233
63.620050	0.070131
63.653394	0.070131
63.686737	0.070132
63.720081	0.070132
63.753425	0.070132
63.786769	0.070131
63.820113	0.070132
63.853457	0.070156
63.886800	0.071016
63.920144	0.071016
63.953488	0.071016
63.986832	0.071016
64.020176	0.071016
64.053520	0.071016
64.086863	0.071016
64.120207	0.071016
64.153551	0.071016
64.186895	0.071016
64.220239	0.071016
64.253583	0.071016
64.286927	0.071016
64.320270	0.071016
64.353614	0.071016
64.386958	0.071016
64.420302	0.071016
64.453646	0.071016
64.486990	0.071016
64.520333	0.071016
64.553677	0.071016
64.587021	0.071016
64.620365	0.071016
64.653709	0.071016
64.687053	0.071016
64.720396	0.071016
64.753740	0.071008
64.787084	0.071906
64.820428	0.071906
64.853772	0.071906
64.887116	0.071930
64.920459	0.072790
64.953803	0.072790
64.987147	0.072790
65.020491	0.072790
65.053835	0.072790
65.087179	0.072790
65.120523	0.072790
65.153866	0.072790
65.187210	0.072790
65.220554	0.072790
65.253898	0.072790
65.287242	0.072790
65.320586	0.072790
65.353929	0.072790
65.387273	0.072790
65.420617	0.072790
65.453961	0.072790
65.487305	0.072790
65.520649	0.072790
65.553992	0.072790
65.587336	0.072790
65.620680	0.072790
65.654024	0.072790
65.687368	0.072790
65.720712	0.072790
65.754056	0.072790
65.787399	0.072790
65.820743	0.072790
65.854087	0.072819
65.887431	0.073677
65.920775	0.073677
65.954119	0.073677
65.987462	0.073677
66.020806	0.073677
66.054150	0.073677
66.087494	0.073677
66.120838	0.073677
66.154182	0.073677
66.187525	0.073677
66.220869	0.073677
66.254213	0.073677
66.287557	0.073677
66.320901	0.073701
66.354245	0.073686
66.387589	0.072814
66.420932	0.074565
66.454276	0.074565
66.487620	0.074565
66.520964	0.074565
66.554308	0.074565
66.587652	0.074565
66.620995	0.074565
66.654339	0.074565
66.687683	0.074565
66.721027	0.074565
66.754371	0.074565
66.787715	0.074565
66.821058	0.074565
66.854402	0.074565
66.887746	0.074565
66.921090	0.074565
66.954434	0.074565
66.987778	0.074565
67.021122	0.074565
67.054465	0.074565
67.087809	0.074565
67.121153	0.074565
67.154497	0.074565
67.187841	0.074565
67.221185	0.074565
67.254528	0.074565
67.287872	0.074565
67.321216	0.074565
67.354560	0.074592
67.387904	0.075452
67.421248	0.075452
67.454591	0.075452
67.487935	0.075452
67.521279	0.075452
67.554623	0.075452
67.587967	0.075452
67.621311	0.075452
67.654655	0.075452
67.687998	0.075475
67.721342	0.075461
67.754686	0.074588
67.788030	0.076339
67.821374	0.076339
67.854718	0.076339
67.888061	0.076339
67.921405	0.076339
67.954749	0.076339
67.988093	0.076339
68.021437	0.076339
68.054781	0.076339
68.088124	0.076339
68.121468	0.076339
68.154812	0.076339
68.188156	0.076368
68.221500	0.077227
68.254844	0.077227
68.288187	0.077227
68.321531	0.077227
68.354875	0.077233
68.388219	0.077227
68.421563	0.077232
68.454907	0.077233
68.488251	0.077232
68.521594	0.077233
68.554938	0.077233
68.588282	0.077233
68.621626	0.077233
68.654970	0.077233
68.688314	0.077233
68.721657	0.077227
68.755001	0.077227
68.788345	0.077227
68.821689	0.077227
68.855033	0.077227
68.888377	0.077251
68.921720	0.078120
68.955064	0.078120
68.988408	0.078120
69.021752	0.078120
69.055096	0.078122
69.088440	0.077250
69.121784	0.079007
69.155127	0.077242
69.188471	0.078133
69.221815	0.076363
69.255159	0.078114
69.288503	0.078114
69.321847	0.078114
69.355190	0.078114
69.388534	0.078114
69.421878	0.078114
69.455222	0.078114
69.488566	0.078114
69.521910	0.078114
69.555253	0.078114
69.588597	0.078136
69.621941	0.078123
69.655285	0.077250
69.688629	0.079007
69.721973	0.079007
69.755317	0.079007
69.788660	0.079007
69.822004	0.079029
69.855348	0.079895
69.888692	0.079895
69.922036	0.079895
69.955380	0.079895
69.988723	0.079895
70.022067	0.079895
70.055411	0.079888
70.088755	0.079888
70.122099	0.079888
70.155443	0.079888
70.188786	0.079894
70.222130	0.079895
70.255474	0.079888
70.288818	0.079895
70.322162	0.079888
70.355506	0.079888
70.388850	0.079888
70.422193	0.079888
70.455537	0.079888
70.488881	0.079888
70.522225	0.079888
70.555569	0.079888
70.588913	0.079888
70.622256	0.079888
70.655600	0.079888
70.688944	0.079911
70.722288	0.079898
70.755632	0.079023
70.788976	0.080776
70.822319	0.080776
70.855663	0.080776
70.889007	0.080776
70.922351	0.080776
70.955695	0.080776
70.989039	0.080776
71.022382	0.080776
71.055726	0.080776
71.089070	0.080776
71.122414	0.080776
71.155758	0.080776
71.189102	0.080776
71.222446	0.080776
71.255789	0.080776
71.289133	0.080776
71.322477	0.080776
71.355821	0.080776
71.389165	0.080776
71.422509	0.080776
71.455852	0.080776
71.489196	0.080776
71.522540	0.080776
71.555884	0.080776
71.589228	0.080776
71.622572	0.080776
71.655915	0.080776
71.689259	0.080798
71.722603	0.082556
71.755947	0.082556
71.789291	0.082556
71.822635	0.082556
71.855979	0.082556
71.889322	0.082556
71.922666	0.082556
71.956010	0.082556
71.989354	0.082556
72.022698	0.082556
72.056042	0.082556
72.089385	0.082556
72.122729	0.082556
72.156073	0.082558
72.189417	0.081686
72.222761	0.083443
72.256105	0.083445
72.289448	0.082550
72.322792	0.082550
72.356136	0.082550
72.389480	0.082550
72.422824	0.082550
72.456168	0.082550
72.489512	0.082550
72.522855	0.082579
72.556199	0.083444
72.589543	0.083444
72.622887	0.083444
72.656231	0.083444
72.689575	0.083444
72.722918	0.083444
72.756262	0.083444
72.789606	0.083437
72.822950	0.083437
72.856294	0.083437
72.889638	0.083437
72.922981	0.083437
72.956325	0.083437
72.989669	0.083466
73.023013	0.084331
73.056357	0.084331
73.089701	0.084333
73.123045	0.083462
73.156388	0.084331
73.189732	0.084333
73.223076	0.083466
73.256420	0.084331
73.289764	0.084332
73.323108	0.084332
73.356451	0.084325
73.389795	0.084325
73.423139	0.084325
73.456483	0.084325
73.489827	0.084325
73.523171	0.084325
73.556514	0.084325
73.589858	0.084325
73.623202	0.084325
73.656546	0.084325
73.689890	0.084325
73.723234	0.084325
73.756578	0.084325
73.789921	0.084325
73.823265	0.084325
73.856609	0.084325
73.889953	0.084325
73.923297	0.084325
73.956641	0.084325
73.989984	0.084325
74.023328	0.084325
74.056672	0.084325
74.090016	0.084325
74.123360	0.084325
74.156704	0.084325
74.190047	0.084325
74.223391	0.084325
74.256735	0.084325
74.290079	0.084325
74.323423	0.084325
74.356767	0.084325
74.390110	0.084349
74.423454	0.085218
74.456798	0.085237
74.490142	0.084340
74.523486	0.085232
74.556830	0.083461
74.590174	0.085212
74.623517	0.085212
74.656861	0.085212
74.690205	0.085212
74.723549	0.085212
74.756893	0.085212
74.790237	0.085212
74.823580	0.085212
74.856924	0.085212
74.890268	0.085212
74.923612	0.085212
74.956956	0.085212
74.990300	0.085212
75.023643	0.085212
75.056987	0.085212
75.090331	0.085212
75.123675	0.085212
75.157019	0.085212
75.190363	0.085212
75.223707	0.085212
75.257050	0.085212
75.290394	0.085235
75.323738	0.085222
75.357082	0.086119
75.390426	0.086113
75.423770	0.085239
75.457113	0.086099
75.490457	0.086099
75.523801	0.086099
75.557145	0.086099
75.590489	0.086099
75.623833	0.086099
75.657176	0.086099
75.690520	0.086099
75.723864	0.086099
75.757208	0.086099
75.790552	0.086099
75.823896	0.086122
75.857240	0.086115
75.890583	0.087006
75.923927	0.087006
75.957271	0.087000
75.990615	0.086128
76.023959	0.086991
76.057303	0.087015
76.090646	0.086108
76.123990	0.087006
76.157334	0.087000
76.190678	0.086122
76.224022	0.087880
76.257366	0.086109
76.290709	0.087002
76.324053	0.086123
76.357397	0.087881
76.390741	0.087881
76.424085	0.087880
76.457429	0.087880
76.490773	0.087881
76.524116	0.087880
76.557460	0.087881
76.590804	0.087881
76.624148	0.087881
76.657492	0.087881
76.690836	0.087881
76.724179	0.087881
76.757523	0.087881
76.790867	0.087881
76.824211	0.087881
76.857555	0.087874
76.890899	0.087874
76.924242	0.087881
76.957586	0.087874
76.990930	0.087874
77.024274	0.087874
77.057618	0.087874
77.090962	0.087874
77.124306	0.087874
77.157649	0.087874
77.190993	0.087874
77.224337	0.087874
77.257681	0.087874
77.291025	0.087874
77.324369	0.087874
77.357712	0.087874
77.391056	0.087874
77.424400	0.087874
77.457744	0.087874
77.491088	0.087874
77.524432	0.087874
77.557775	0.087874
77.591119	0.087874
77.624463	0.087898
77.657807	0.088767
77.691151	0.088769
77.724495	0.087898
77.757838	0.088769
77.791182	0.087902
77.824526	0.088767
77.857870	0.088768
77.891214	0.088768
77.924558	0.088768
77.957902	0.088768
77.991245	0.088768
78.024589	0.088768
78.057933	0.088768
78.091277	0.088768
78.124621	0.088768
78.157965	0.088768
78.191308	0.088790
78.224652	0.087888
78.257996	0.088781
78.291340	0.087010
78.324684	0.088768
78.358028	0.088790
78.391371	0.087888
78.424715	0.088781
78.458059	0.087010
78.491403	0.088768
78.524747	0.088790
78.558091	0.087888
78.591435	0.088775
78.624778	0.087874
78.658122	0.087898
78.691466	0.088767
78.724810	0.088790
78.758154	0.087890
78.791498	0.088781
78.824841	0.087010
78.858185	0.088768
78.891529	0.088768
78.924873	0.088767
78.958217	0.088768
78.991561	0.088761
79.024904	0.088767
79.058248	0.088790
79.091592	0.087888
79.124936	0.088781
79.158280	0.087010
79.191624	0.088768
79.224968	0.088790
79.258311	0.087888
79.291655	0.088781
79.324999	0.087010
79.358343	0.088768
79.391687	0.088761
79.425031	0.088790
79.458374	0.087888
79.491718	0.088781
79.525062	0.087010
79.558406	0.088768
79.591750	0.088790
79.625094	0.087885
79.658437	0.088781
79.691781	0.087010
79.725125	0.088790
79.758469	0.087885
79.791813	0.088781
79.825157	0.087010
79.858501	0.088790
79.891844	0.087888
79.925188	0.088781
79.958532	0.087010
79.991876	0.088761
80.025220	0.088761
80.058564	0.088761
80.091907	0.088761
80.125251	0.088761
80.158595	0.088761
80.191939	0.088761
80.225283	0.088761
80.258627	0.088761
80.291970	0.088761
80.325314	0.088761
80.358658	0.088761
80.392002	0.088761
80.425346	0.088761
80.458690	0.088761
80.492033	0.088761
80.525377	0.088761
80.558721	0.088761
80.592065	0.088761
80.625409	0.088768
80.658753	0.088761
80.692097	0.088761
80.725440	0.088790
80.758784	0.087885
80.792128	0.088781
80.825472	0.087010
80.858816	0.088790
80.892160	0.087885
80.925503	0.088781
80.958847	0.087010
80.992191	0.088768
81.025535	0.088768
81.058879	0.088768
81.092223	0.088768
81.125566	0.088768
81.158910	0.088768
81.192254	0.088768
81.225598	0.088790
81.258942	0.087888
81.292286	0.088781
81.325630	0.087010
81.358973	0.088790
81.392317	0.087888
81.425661	0.088781
81.459005	0.087010
81.492349	0.088768
81.525693	0.088768
81.559036	0.088790
81.592380	0.087888
81.625724	0.088781
81.659068	0.087010
81.692412	0.088768
81.725756	0.088761
81.759099	0.088761
81.792443	0.088761
81.825787	0.088761
81.859131	0.088790
81.892475	0.087888
81.925819	0.088781
81.959163	0.087010
81.992506	0.088790
82.025850	0.087888
82.059194	0.088775
82.092538	0.087874
82.125882	0.087874
82.159226	0.087874
82.192569	0.087874
82.225913	0.087874
82.259257	0.087874
82.292601	0.087874
82.325945	0.087874
82.359289	0.087874
82.392632	0.087874
82.425976	0.087874
82.459320	0.087874
82.492664	0.087874
82.526008	0.087874
82.559352	0.087874
82.592696	0.087874
82.626039	0.087898
82.659383	0.088790
82.692727	0.087888
82.726071	0.087010
82.759415	0.088790
82.792759	0.087888
82.826102	0.088781
82.859446	0.087010
82.892790	0.088768
82.926134	0.088768
82.959478	0.088790
82.992822	0.087888
83.026165	0.088775
83.059509	0.087874
83.092853	0.087874
83.126197	0.087874
83.159541	0.087874
83.192885	0.087874
83.226229	0.087874
83.259572	0.087874
83.292916	0.087874
83.326260	0.087874
83.359604	0.087874
83.392948	0.087874
83.426292	0.087874
83.459635	0.087874
83.492979	0.087874
83.526323	0.087874
83.559667	0.087874
83.593011	0.087905
83.626355	0.088790
83.659698	0.087888
83.693042	0.087010
83.726386	0.088790
83.759730	0.087888
83.793074	0.088781
83.826418	0.087010
83.859761	0.088790
83.893105	0.087885
83.926449	0.088775
83.959793	0.087874
83.993137	0.087874
84.026481	0.087874
84.059825	0.087874
84.093168	0.087874
84.126512	0.087874
84.159856	0.087898
84.193200	0.088790
84.226544	0.087888
84.259888	0.087010
84.293231	0.088790
84.326575	0.087885
84.359919	0.088781
84.393263	0.087010
84.426607	0.088761
84.459951	0.088761
84.493294	0.088761
84.526638	0.088761
84.559982	0.088761
84.593326	0.088761
84.626670	0.088761
84.660014	0.088761
84.693358	0.088761
84.726701	0.088761
84.760045	0.088761
84.793389	0.088761
84.826733	0.088761
84.860077	0.088761
84.893421	0.088761
84.926764	0.088761
84.960108	0.088761
84.993452	0.088761
85.026796	0.088761
85.060140	0.088761
85.093484	0.088761
85.126827	0.088761
85.160171	0.088761
85.193515	0.088789
85.226859	0.089677
85.260203	0.088777
85.293547	0.089668
85.326891	0.087897
85.360234	0.089648
85.393578	0.089648
85.426922	0.089648
85.460266	0.089648
85.493610	0.089648
85.526954	0.089648
85.560297	0.089648
85.593641	0.089648
85.626985	0.089648
85.660329	0.089648
85.693673	0.089677
85.727017	0.088772
85.760360	0.089668
85.793704	0.087897
85.827048	0.089648
85.860392	0.089648
85.893736	0.089648
85.927080	0.089648
85.960424	0.089677
85.993767	0.088772
86.027111	0.089662
86.060455	0.088784
86.093799	0.088771
86.127143	0.089668
86.160487	0.089662
86.193830	0.088792
86.227174	0.089648
86.260518	0.089648
86.293862	0.089648
86.327206	0.089648
86.360550	0.089648
86.393893	0.089676
86.427237	0.090544
86.460581	0.089677
86.493925	0.090564
86.527269	0.089659
86.560613	0.090549
86.593957	0.089648
86.627300	0.089648
86.660644	0.089648
86.693988	0.089648
86.727332	0.089671
86.760676	0.091451
86.794020	0.090555
86.827363	0.090551
86.860707	0.089672
86.894051	0.091430
86.927395	0.091451
86.960739	0.090549
86.994083	0.091443
87.027426	0.089672
87.060770	0.091423
87.094114	0.091423
87.127458	0.091423
87.160802	0.091423
87.194146	0.091423
87.227489	0.091423
87.260833	0.091423
87.294177	0.091423
87.327521	0.091423
87.360865	0.091423
87.394209	0.091423
87.427553	0.091423
87.460896	0.091423
87.494240	0.091423
87.527584	0.091423
87.560928	0.091423
87.594272	0.091423
87.627616	0.091423
87.660959	0.091423
87.694303	0.091423
87.727647	0.091423
87.760991	0.091423
87.794335	0.091450
87.827679	0.092339
87.861022	0.091433
87.894366	0.090559
87.927710	0.092339
87.961054	0.091434
87.994398	0.092330
88.027742	0.090559
88.061086	0.092339
88.094429	0.091434
88.127773	0.092330
88.161117	0.090559
88.194461	0.092310
88.227805	0.092310
88.261149	0.092310
88.294492	0.092339
88.327836	0.093204
88.361180	0.093204
88.394524	0.093204
88.427868	0.093204
88.461212	0.093204
88.494555	0.093204
88.527899	0.093203
88.561243	0.093204
88.594587	0.093204
88.627931	0.093203
88.661275	0.093204
88.694619	0.093226
88.727962	0.092326
88.761306	0.093217
88.794650	0.091447
88.827994	0.093226
88.861338	0.092321
88.894682	0.093217
88.928025	0.091447
88.961369	0.093198
88.994713	0.093226
89.028057	0.092321
89.061401	0.093217
89.094745	0.091447
89.128088	0.093226
89.161432	0.092321
89.194776	0.093217
89.228120	0.091447
89.261464	0.093226
89.294808	0.094092
89.328152	0.094092
89.361495	0.094092
89.394839	0.094092
89.428183	0.094092
89.461527	0.094092
89.494871	0.094092
89.528215	0.094092
89.561558	0.094092
89.594902	0.094092
89.628246	0.094091
89.661590	0.094092
89.694934	0.094085
89.728278	0.094092
89.761621	0.094085
89.794965	0.094085
89.828309	0.094085
89.861653	0.094113
89.894997	0.093211
89.928341	0.092334
89.961684	0.094113
89.995028	0.093208
90.028372	0.094100
90.061716	0.093221
90.095060	0.093208
90.128404	0.092334
90.161748	0.094085
90.195091	0.094085
90.228435	0.094085
90.261779	0.094085
90.295123	0.094085
90.328467	0.094085
90.361811	0.094085
90.395154	0.094085
90.428498	0.094085
90.461842	0.094113
90.495186	0.094978
90.528530	0.094978
90.561874	0.095000
90.595217	0.094100
90.628561	0.094992
90.661905	0.093221
90.695249	0.094972
90.728593	0.094972
90.761937	0.094972
90.795281	0.094972
90.828624	0.094972
90.861968	0.095000
90.895312	0.094096
90.928656	0.094992
90.962000	0.093221
90.995344	0.094972
91.028687	0.094972
91.062031	0.094972
91.095375	0.094972
91.128719	0.094972
91.162063	0.094972
91.195407	0.095000
91.228750	0.094096
91.262094	0.094988
91.295438	0.094108
91.328782	0.095891
91.362126	0.094988
91.395470	0.094108
91.428814	0.095865
91.462157	0.095888
91.495501	0.094988
91.528845	0.094108
91.562189	0.095866
91.595533	0.095891
91.628877	0.094988
91.662220	0.094108
91.695564	0.095888
91.728908	0.094992
91.762252	0.094988
91.795596	0.094108
91.828940	0.095891
91.862283	0.094988
91.895627	0.094107
91.928971	0.095888
91.962315	0.094988
91.995659	0.094108
92.029003	0.095888
92.062347	0.094986
92.095690	0.094108
92.129034	0.095888
92.162378	0.094982
92.195722	0.095879
92.229066	0.094108
92.262410	0.095888
92.295753	0.094986
92.329097	0.094108
92.362441	0.095888
92.395785	0.096778
92.429129	0.095875
92.462473	0.094996
92.495816	0.096778
92.529160	0.095875
92.562504	0.094996
92.595848	0.096778
92.629192	0.095875
92.662536	0.094996
92.695880	0.096778
92.729223	0.095875
92.762567	0.094996
92.795911	0.096778
92.829255	0.095875
92.862599	0.094996
92.895943	0.096747
92.929286	0.096747
92.962630	0.096778
92.995974	0.095875
93.029318	0.094996
93.062662	0.096747
93.096006	0.096778
93.129349	0.095875
93.162693	0.094996
