time_s	angle_deg
8.235929	-3.500000
8.269273	-3.500000
8.302617	-3.500000
8.335960	-3.500000
8.369304	-3.500000
8.402648	-3.500000
8.435992	-3.100000
8.469336	-1.500000
8.502680	-2.200000
8.536023	-1.500000
8.569367	-2.900000
8.602711	-3.000000
8.636055	-3.100000
8.669399	-1.500000
8.702743	-2.000000
8.736086	-2.000000
8.769430	-2.000000
8.802774	-2.300000
8.836118	-2.000000
8.869462	-2.300000
8.902806	-2.000000
8.936150	-2.000000
8.969493	-2.000000
9.002837	-2.200000
9.036181	-2.000000
9.069525	-1.900000
9.102869	-2.200000
9.136213	-1.900000
9.169556	-1.500000
9.202900	-2.900000
9.236244	-3.100000
9.269588	-3.500000
9.302932	-3.500000
9.336276	-3.900000
9.369619	-3.900000
9.402963	-4.200000
9.436307	-3.100000
9.469651	-4.200000
9.502995	-3.100000
9.536339	-4.200000
9.569683	-3.100000
9.603026	-4.200000
9.636370	-3.100000
9.669714	-1.100000
9.703058	-3.000000
9.736402	-3.500000
9.769746	-3.500001
9.803089	-1.400001
9.836433	-1.600001
9.869777	-1.900001
9.903121	-2.200001
9.936465	-1.900001
9.969809	-1.900001
10.003152	-2.200001
10.036496	-1.600001
10.069840	-1.900001
10.103184	-2.200001
10.136528	-1.600001
10.169872	-1.900001
10.203216	-2.200001
10.236559	-1.900001
10.269903	-1.300001
10.303247	-2.400001
10.336591	-1.000001
10.369935	-2.900000
10.403279	-3.600001
10.436622	-3.600000
10.469966	-1.000000
10.503310	-3.000000
10.536654	-3.100001
10.569998	-1.500001
10.603342	-2.200001
10.636685	-1.500001
10.670029	-2.900001
10.703373	-3.100001
10.736717	-3.500001
10.770061	-3.500001
10.803405	-3.500001
10.836749	-3.600001
10.870092	-3.600001
10.903436	-3.500001
10.936780	-3.600001
10.970124	-3.600001
11.003468	-3.600001
11.036812	-3.500001
11.070155	-3.600001
11.103499	-1.000001
11.136843	-3.000001
11.170187	-3.500001
11.203531	-3.500001
11.236875	-3.500001
11.270218	-3.500001
11.303562	-3.500001
11.336906	-3.500001
11.370250	-3.500001
11.403594	-3.500001
11.436938	-3.100001
11.470281	-4.200001
11.503625	-3.100001
11.536969	-4.200001
11.570313	-3.100001
11.603657	-3.500001
11.637001	-3.500001
11.670345	-3.500001
11.703688	-3.500001
11.737032	-3.500001
11.770376	-3.500001
11.803720	-3.500001
11.837064	-3.500001
11.870408	-3.500001
11.903751	-3.500001
11.937095	-3.500001
11.970439	-3.500001
12.003783	-3.500001
12.037127	-3.100001
12.070471	-1.900001
12.103814	-1.500001
12.137158	-2.000001
12.170502	-2.300001
12.203846	-2.000001
12.237190	-2.000001
12.270534	-2.300001
12.303878	-2.300001
12.337221	-2.300001
12.370565	-1.900001
12.403909	-1.900001
12.437253	-2.300001
12.470597	-1.900002
12.503941	-1.900002
12.537284	-2.300002
12.570628	-2.200002
12.603972	-1.900002
12.637316	-2.200002
12.670660	-1.900002
12.704004	-1.500002
12.737347	-2.300002
12.770691	-2.300002
12.804035	-2.300002
12.837379	-2.000002
12.870723	-2.000001
12.904067	-2.300001
12.937411	-2.300002
12.970754	-2.300002
13.004098	-2.300002
13.037442	-2.300002
13.070786	-2.300002
13.104130	-2.300002
13.137474	-1.900002
13.170817	-1.500002
13.204161	-2.900002
13.237505	-3.000002
13.270849	-3.500002
13.304193	-3.500002
13.337537	-3.500002
13.370880	-3.500002
13.404224	-3.500002
13.437568	-3.500002
13.470912	-3.500002
13.504256	-3.500002
13.537600	-3.500002
13.570944	-3.500002
13.604287	-3.500002
13.637631	-3.500002
13.670975	-3.500002
13.704319	-3.500002
13.737663	-3.100002
13.771007	-1.500002
13.804350	-2.000002
13.837694	-1.900002
13.871038	-2.300002
13.904382	-1.900002
13.937726	-1.900002
13.971070	-2.300002
14.004413	-1.900002
14.037757	-1.900002
14.071101	-4.300002
14.104445	-2.000002
14.137789	-2.300002
14.171133	-2.000003
14.204476	-2.000002
14.237820	-2.300002
14.271164	-2.000003
14.304508	-2.000002
14.337852	-2.300002
14.371196	-1.900003
14.404540	-1.900003
14.437883	-2.300003
14.471227	-1.900003
14.504571	-1.900003
14.537915	-4.200003
14.571259	-3.500003
14.604603	-3.600003
14.637946	-3.600003
14.671290	-3.600003
14.704634	-3.600003
14.737978	-3.600003
14.771322	-3.500003
14.804666	-3.500003
14.838009	-3.500003
14.871353	-3.500003
14.904697	-3.500003
14.938041	-3.500003
14.971385	-3.500003
15.004729	-3.100003
15.038073	-1.400003
15.071416	-1.900003
15.104760	-2.000003
15.138104	-2.300003
15.171448	-1.900003
15.204792	-1.900003
15.238136	-2.300003
15.271479	-1.900003
15.304823	-1.900004
15.338167	-4.200004
15.371511	-3.600004
15.404855	-3.600004
15.438199	-3.600004
15.471542	-3.500004
15.504886	-3.500004
15.538230	-3.600004
15.571574	-3.500004
15.604918	-3.500004
15.638262	-3.500004
15.671606	-3.500004
15.704949	-3.500004
15.738293	-3.500004
15.771637	-3.500004
15.804981	-3.500004
15.838325	-3.500004
15.871669	-3.500004
15.905012	-3.500004
15.938356	-3.000004
15.971700	-3.500004
16.005044	-3.500004
16.038388	-3.600004
16.071732	-3.600004
16.105075	-3.600004
16.138419	-3.600004
16.171763	-3.600004
16.205107	-3.600004
16.238451	-3.600004
16.271795	-3.600004
16.305139	-3.600004
16.338482	-3.500004
16.371826	-3.500004
16.405170	-3.500004
16.438514	-3.500004
16.471858	-3.500004
16.505202	-3.600004
16.538545	-3.600004
16.571889	-3.600004
16.605233	-3.500004
16.638577	-3.500004
16.671921	-3.100004
16.705265	-3.500004
16.738608	-3.500004
16.771952	-3.500004
16.805296	-3.500004
16.838640	-3.500004
16.871984	-3.500004
16.905328	-3.500004
16.938672	-3.500004
16.972015	-3.500004
17.005359	-3.500004
17.038703	-3.500004
17.072047	-3.500004
17.105391	-3.500004
17.138735	-3.500004
17.172078	-3.500004
17.205422	-3.400004
17.238766	-3.400004
17.272110	-3.200004
17.305454	-3.900005
17.338798	-3.900004
17.372141	-3.500004
17.405485	-3.900004
17.438829	-3.500004
17.472173	-3.900004
17.505517	-3.900004
17.538861	-3.900004
17.572204	-3.500004
17.605548	-3.600004
17.638892	-3.600004
17.672236	-3.600004
17.705580	-3.600004
17.738924	-3.500004
17.772268	-3.500004
17.805611	-3.500004
17.838955	-3.500004
17.872299	-3.600004
17.905643	-3.500004
17.938987	-3.600004
17.972331	-3.500004
18.005674	-3.500004
18.039018	-3.500004
18.072362	-3.500004
18.105706	-3.500004
18.139050	-3.500004
18.172394	-3.500004
18.205737	-3.200004
18.239081	-3.900005
18.272425	-3.900004
18.305769	-3.900004
18.339113	-3.100004
18.372457	-2.200004
18.405801	-1.900004
18.439144	-4.300004
18.472488	-2.900005
18.505832	-3.200005
18.539176	-3.600005
18.572520	-3.600005
18.605864	-3.600005
18.639207	-3.600005
18.672551	-3.600005
18.705895	-3.600005
18.739239	-3.600005
18.772583	-3.500005
18.805927	-3.500005
18.839270	-3.500005
18.872614	-3.500005
18.905958	-3.600005
18.939302	-3.600005
18.972646	-3.700005
19.005990	-3.700005
19.039334	-3.700005
19.072677	-3.700005
19.106021	-3.700005
19.139365	-3.700005
19.172709	-3.700005
19.206053	-3.700005
19.239397	-3.700005
19.272740	-3.500005
19.306084	-3.500005
19.339428	-2.700005
19.372772	-3.500005
19.406116	-3.500005
19.439460	-3.500005
19.472803	-3.400005
19.506147	-3.100005
19.539491	-1.900005
19.572835	-1.500005
19.606179	-4.300005
19.639523	-3.200005
19.672867	-3.600005
19.706210	-3.600005
19.739554	-3.600005
19.772898	-3.600005
19.806242	-3.500005
19.839586	-3.500005
19.872930	-3.500005
19.906273	-3.500005
19.939617	-3.500005
19.972961	-3.500005
20.006305	-3.200005
20.039649	-3.900005
20.072993	-3.900005
20.106336	-3.900005
20.139680	-3.900005
20.173024	-3.500005
20.206368	-3.500005
20.239712	-3.500005
20.273056	-3.500005
20.306400	-3.500005
20.339743	-3.600005
20.373087	-3.500005
20.406431	-3.500005
20.439775	-3.500005
20.473119	-3.700005
20.506463	-3.700005
20.539806	-3.700005
20.573150	-3.700005
20.606494	-3.400005
20.639838	-3.500005
20.673182	-3.500005
20.706526	-3.700005
20.739869	-3.700005
20.773213	-3.500005
20.806557	-3.500005
20.839901	-3.500005
20.873245	-3.500005
20.906589	-3.500005
20.939932	-3.500005
20.973276	-3.500005
21.006620	-3.200005
21.039964	-3.900005
21.073308	-3.900005
21.106652	-3.700005
21.139996	-3.700005
21.173339	-3.700005
21.206683	-3.700005
21.240027	-3.700005
21.273371	-3.900005
21.306715	-3.500005
21.340059	-3.700005
21.373402	-3.700005
21.406746	-3.600005
21.440090	-3.600005
21.473434	-3.700005
21.506778	-3.700005
21.540122	-3.400005
21.573465	-3.400005
21.606809	-3.400005
21.640153	-3.400005
21.673497	-3.400005
21.706841	-3.400005
21.740185	-3.400005
21.773529	-3.400005
21.806872	-3.300005
21.840216	-3.900005
21.873560	-3.900005
21.906904	-3.900005
21.940248	-3.900005
21.973592	-3.900005
22.006935	-3.900005
22.040279	-3.900005
22.073623	-3.900005
22.106967	-3.900005
22.140311	-3.400005
22.173655	-3.400005
22.206998	-3.400005
22.240342	-3.400005
22.273686	-3.500005
22.307030	-3.200005
22.340374	-4.000005
22.373718	-4.000005
22.407062	-4.000005
22.440405	-3.900005
22.473749	-3.900005
22.507093	-3.900005
22.540437	-3.900005
22.573781	-3.900005
22.607125	-3.900005
22.640468	-3.900005
22.673812	-3.900005
22.707156	-3.900005
22.740500	-3.900005
22.773844	-3.900005
22.807188	-3.900005
22.840531	-3.900005
22.873875	-3.500005
22.907219	-3.500005
22.940563	-3.500005
22.973907	-3.500005
23.007251	-3.400005
23.040595	-3.400005
23.073938	-3.400005
23.107282	-3.400005
23.140626	-3.400005
23.173970	-3.300005
23.207314	-1.900005
23.240658	-1.500005
23.274001	-4.300005
23.307345	-3.000005
23.340689	-3.700006
23.374033	-3.500006
23.407377	-3.500006
23.440721	-3.500006
23.474064	-3.800006
23.507408	-3.500006
23.540752	-3.800006
23.574096	-3.200006
23.607440	-3.900006
23.640784	-3.900006
23.674127	-4.200006
23.707471	-3.700005
23.740815	-3.500006
23.774159	-3.500006
23.807503	-3.200006
23.840847	-3.600006
23.874191	-3.600006
23.907534	-3.600006
23.940878	-3.600006
23.974222	-3.600006
24.007566	-3.600006
24.040910	-3.600006
24.074254	-3.800006
24.107597	-3.800005
24.140941	-3.700005
24.174285	-3.800005
24.207629	-3.700005
24.240973	-3.800005
24.274317	-3.700004
24.307660	-3.700004
24.341004	-3.700004
24.374348	-3.700004
24.407692	-3.700004
24.441036	-3.700004
24.474380	-3.700004
24.507724	-3.700004
24.541067	-3.500004
24.574411	-3.400004
24.607755	-3.500004
24.641099	-3.500004
24.674443	-3.500004
24.707787	-3.200004
24.741130	-3.900005
24.774474	-3.900004
24.807818	-3.900004
24.841162	-3.900004
24.874506	-3.900004
24.907850	-3.500004
24.941193	-3.600004
24.974537	-3.600004
25.007881	-3.500004
25.041225	-3.500004
25.074569	-3.200004
25.107913	-4.500005
25.141257	-2.300005
25.174600	-2.000004
25.207944	-4.300004
25.241288	-3.200005
25.274632	-3.600005
25.307976	-3.700005
25.341320	-3.700005
25.374663	-3.700005
25.408007	-3.700005
25.441351	-3.800005
25.474695	-3.700004
25.508039	-3.800004
25.541383	-3.700004
25.574726	-3.800004
25.608070	-3.800004
25.641414	-3.700004
25.674758	-3.700003
25.708102	-3.800003
25.741446	-3.700003
25.774790	-3.700003
25.808133	-3.500003
25.841477	-3.700003
25.874821	-3.500003
25.908165	-3.500003
25.941509	-3.500003
25.974853	-3.500003
26.008196	-3.500003
26.041540	-3.500003
26.074884	-3.500003
26.108228	-3.500003
26.141572	-3.000003
26.174916	-3.700003
26.208259	-3.700003
26.241603	-3.700003
26.274947	-3.700003
26.308291	-3.700003
26.341635	-3.700003
26.374979	-3.700003
26.408323	-3.700003
26.441666	-3.700003
26.475010	-3.700003
26.508354	-3.400003
26.541698	-3.200003
26.575042	-3.900003
26.608386	-3.900003
26.641729	-3.900003
26.675073	-3.600003
26.708417	-3.900003
26.741761	-3.600003
26.775105	-3.600003
26.808449	-3.600003
26.841792	-3.400003
26.875136	-3.400003
26.908480	-3.400003
26.941824	-3.400003
26.975168	-3.400003
27.008512	-3.400003
27.041855	-3.400003
27.075199	-3.400003
27.108543	-3.400003
27.141887	-3.500003
27.175231	-3.500003
27.208575	-3.400003
27.241919	-3.400003
27.275262	-3.400003
27.308606	-3.400003
27.341950	-3.500003
27.375294	-3.400003
27.408638	-3.700003
27.441982	-3.400003
27.475325	-3.400003
27.508669	-3.400003
27.542013	-3.300003
27.575357	-3.900003
27.608701	-3.900003
27.642045	-3.900003
27.675388	-3.400003
27.708732	-3.900003
27.742076	-3.900003
27.775420	-3.900003
27.808764	-3.900003
27.842108	-3.900003
27.875452	-3.900003
27.908795	-3.900003
27.942139	-3.400003
27.975483	-3.400003
28.008827	-3.400003
28.042171	-3.400003
28.075515	-3.500003
28.108858	-3.500003
28.142202	-3.500003
28.175546	-3.500003
28.208890	-3.500003
28.242234	-3.500003
28.275578	-3.500003
28.308921	-3.400003
28.342265	-3.400003
28.375609	-3.400003
28.408953	-3.400003
28.442297	-3.400003
28.475641	-3.400003
28.508985	-3.400003
28.542328	-3.400003
28.575672	-3.100003
28.609016	-1.500003
28.642360	-4.300003
28.675704	-2.700003
28.709048	-3.300003
28.742391	-3.500003
28.775735	-3.900003
28.809079	-3.900003
28.842423	-3.900003
28.875767	-3.900003
28.909111	-3.900003
28.942454	-3.400003
28.975798	-3.400003
29.009142	-3.400003
29.042486	-3.400003
29.075830	-3.400003
29.109174	-3.400003
29.142518	-3.400003
29.175861	-3.400003
29.209205	-3.400003
29.242549	-3.400003
29.275893	-3.400003
29.309237	-3.400003
29.342581	-3.400003
29.375924	-3.400003
29.409268	-3.400003
29.442612	-3.400003
29.475956	-3.400003
29.509300	-3.100003
29.542644	-1.900004
29.575987	-4.300004
29.609331	-2.000004
29.642675	-4.300004
29.676019	-3.000004
29.709363	-3.700004
29.742707	-3.200004
29.776051	-3.900004
29.809394	-3.900004
29.842738	-3.900004
29.876082	-3.900004
29.909426	-3.900004
29.942770	-3.900004
29.976114	-3.500004
30.009457	-3.500004
30.042801	-3.500004
30.076145	-3.500004
30.109489	-3.500004
30.142833	-3.500004
30.176177	-3.600004
30.209520	-3.600004
30.242864	-3.500004
30.276208	-3.600004
30.309552	-3.600004
30.342896	-3.500004
30.376240	-3.500004
30.409583	-3.500004
30.442927	-3.600004
30.476271	-3.400004
30.509615	-3.500004
30.542959	-3.700004
30.576303	-3.400004
30.609647	-3.400004
30.642990	-3.400004
30.676334	-3.400004
30.709678	-3.400004
30.743022	-3.400004
30.776366	-3.200004
30.809710	-3.900004
30.843053	-3.900004
30.876397	-3.900004
30.909741	-1.900004
30.943085	-1.500004
30.976429	-4.300004
31.009773	-3.000004
31.043116	-3.700004
31.076460	-3.700004
31.109804	-3.700004
31.143148	-3.700004
31.176492	-3.700004
31.209836	-3.700004
31.243180	-3.700004
31.276523	-3.700004
31.309867	-3.700004
31.343211	-3.700004
31.376555	-3.700004
31.409899	-3.700004
31.443243	-3.700004
31.476586	-3.700004
31.509930	-3.700004
31.543274	-3.700004
31.576618	-3.700004
31.609962	-3.700004
31.643306	-3.700004
31.676649	-3.700004
31.709993	-3.200004
31.743337	-3.900004
31.776681	-3.600004
31.810025	-3.600004
31.843369	-3.600004
31.876713	-3.600004
31.910056	-3.600004
31.943400	-3.600004
31.976744	-3.600004
32.010088	-3.600004
32.043432	-3.700004
32.076776	-3.700004
32.110119	-3.700004
32.143463	-3.700004
32.176807	-3.700004
32.210151	-3.700004
32.243495	-3.700004
32.276839	-3.700004
32.310182	-3.700004
32.343526	-3.700004
32.376870	-3.200004
32.410214	-3.900004
32.443558	-3.900004
32.476902	-3.900004
32.510246	-3.900004
32.543589	-3.900004
32.576933	-3.900004
32.610277	-3.600004
32.643621	-3.600004
32.676965	-3.600004
32.710309	-3.600004
32.743652	-3.600004
32.776996	-3.700004
32.810340	-3.400004
32.843684	-3.400004
32.877028	-3.400004
32.910372	-3.400004
32.943715	-3.400004
32.977059	-3.400004
33.010403	-3.400004
33.043747	-3.400004
33.077091	-3.400004
33.110435	-3.400004
33.143778	-3.400004
33.177122	-3.400004
33.210466	-3.400004
33.243810	-3.400004
33.277154	-3.400004
33.310498	-3.400004
33.343842	-3.400004
33.377185	-3.400004
33.410529	-3.300004
33.443873	-3.500004
33.477217	-3.500004
33.510561	-3.900004
33.543905	-3.900004
33.577248	-3.900004
33.610592	-3.400004
33.643936	-3.400004
33.677280	-3.400004
33.710624	-3.400004
33.743968	-3.400004
33.777311	-3.400004
33.810655	-3.400004
33.843999	-3.400004
33.877343	-3.400004
33.910687	-3.400004
33.944031	-3.400004
33.977375	-3.400004
34.010718	-3.400004
34.044062	-3.400004
34.077406	-3.400004
34.110750	-3.400004
34.144094	-3.400004
34.177438	-3.400004
34.210781	-3.400004
34.244125	-3.400004
34.277469	-3.400004
34.310813	-3.400004
34.344157	-3.400004
34.377501	-3.400004
34.410844	-3.400004
34.444188	-3.400004
34.477532	-3.400004
34.510876	-3.400004
34.544220	-3.400004
34.577564	-3.400004
34.610908	-3.400004
34.644251	-3.400004
34.677595	-3.400004
34.710939	-3.400004
34.744283	-3.400004
34.777627	-3.400004
34.810971	-3.300004
34.844314	-3.400004
34.877658	-1.500004
34.911002	-4.300004
34.944346	-3.000005
34.977690	-3.800005
35.011034	-3.700004
35.044377	-3.800004
35.077721	-3.700004
35.111065	-3.700004
35.144409	-3.700004
35.177753	-3.800004
35.211097	-3.800004
35.244441	-3.700004
35.277784	-3.800003
35.311128	-3.800003
35.344472	-3.800003
35.377816	-3.800003
35.411160	-3.800003
35.444504	-3.800003
35.477847	-2.700003
35.511191	-3.400003
35.544535	-3.400003
35.577879	-3.400003
35.611223	-3.400003
35.644567	-3.200003
35.677910	-3.500003
35.711254	-3.600004
35.744598	-3.600003
35.777942	-3.400003
35.811286	-3.700004
35.844630	-3.400003
35.877974	-3.700004
35.911317	-3.400003
35.944661	-3.400004
35.978005	-3.400004
36.011349	-3.400004
36.044693	-3.400004
36.078037	-3.300004
36.111380	-4.100004
36.144724	-4.100004
36.178068	-4.100004
36.211412	-4.100004
36.244756	-4.100004
36.278100	-4.100004
36.311443	-4.100004
36.344787	-4.100004
36.378131	-4.100004
36.411475	-4.100004
36.444819	-4.100004
36.478163	-3.900004
36.511506	-4.100003
36.544850	-3.900004
36.578194	-3.500003
36.611538	-3.500004
36.644882	-3.500004
36.678226	-3.500004
36.711570	-3.500004
36.744913	-3.500004
36.778257	-3.500004
36.811601	-3.500004
36.844945	-3.400004
36.878289	-3.400004
36.911633	-3.400004
36.944976	-3.400004
36.978320	-3.400004
37.011664	-3.400004
37.045008	-3.400004
37.078352	-3.300004
37.111696	-3.900004
37.145039	-4.100003
37.178383	-4.100004
37.211727	-3.500004
37.245071	-3.500004
37.278415	-3.500004
37.311759	-3.500004
37.345103	-3.400004
37.378446	-3.400004
37.411790	-3.400004
37.445134	-3.400004
37.478478	-3.400004
37.511822	-3.400004
37.545166	-3.400004
37.578509	-3.400004
37.611853	-3.400004
37.645197	-3.400004
37.678541	-3.400004
37.711885	-3.300004
37.745229	-4.100004
37.778572	-4.100004
37.811916	-4.100004
37.845260	-4.100004
37.878604	-4.100004
37.911948	-4.100004
37.945292	-4.100004
37.978636	-1.900004
38.011979	-4.000004
38.045323	-4.000004
38.078667	-4.000004
38.112011	-4.200004
38.145355	-3.800004
38.178699	-3.700004
38.212042	-3.800004
38.245386	-3.800004
38.278730	-3.800004
38.312074	-3.800004
38.345418	-3.800004
38.378762	-3.800004
38.412105	-3.800004
38.445449	-3.800004
38.478793	-3.800004
38.512137	-2.700004
38.545481	-3.400004
38.578825	-3.400004
38.612169	-3.400004
38.645512	-3.300004
38.678856	-4.100004
38.712200	-4.100004
38.745544	-4.100004
38.778888	-4.100004
38.812232	-4.100004
38.845575	-3.500004
38.878919	-3.600004
38.912263	-3.500004
38.945607	-3.500004
38.978951	-3.400004
39.012295	-3.400004
39.045638	-3.200004
39.078982	-4.500005
39.112326	-2.600005
39.145670	-3.800005
39.179014	-3.800004
39.212358	-3.800004
39.245702	-3.800004
39.279045	-3.800004
39.312389	-3.800004
39.345733	-3.800004
39.379077	-3.000004
39.412421	-3.700004
39.445765	-3.700004
39.479108	-3.700004
39.512452	-3.700004
39.545796	-3.700004
39.579140	-3.700004
39.612484	-3.700004
39.645828	-3.700004
39.679171	-3.700004
39.712515	-3.800004
39.745859	-3.700004
39.779203	-3.700004
39.812547	-3.700004
39.845891	-3.800004
39.879234	-3.800004
39.912578	-3.800004
39.945922	-3.800004
39.979266	-3.800004
40.012610	-3.800004
40.045954	-3.800004
40.079298	-3.800004
40.112641	-3.700004
40.145985	-3.800003
40.179329	-3.300003
40.212673	-3.700003
40.246017	-3.700003
40.279361	-3.700003
40.312704	-3.700003
40.346048	-3.700003
40.379392	-3.700003
40.412736	-3.700003
40.446080	-3.700003
40.479424	-3.700003
40.512767	-3.700003
40.546111	-3.700003
40.579455	-3.700003
40.612799	-3.700003
40.646143	-3.700003
40.679487	-3.700003
40.712831	-3.700003
40.746174	-3.800003
40.779518	-3.800003
40.812862	-3.800003
40.846206	-3.700003
40.879550	-3.700003
40.912894	-3.800003
40.946237	-3.700002
40.979581	-3.300002
41.012925	-3.700002
41.046269	-3.700002
41.079613	-3.700002
41.112957	-3.700002
41.146300	-3.700002
41.179644	-3.700002
41.212988	-3.700002
41.246332	-3.700002
41.279676	-3.700002
41.313020	-3.700002
41.346364	-3.700002
41.379707	-3.700002
41.413051	-3.700002
41.446395	-3.700002
41.479739	-3.800002
41.513083	-3.700002
41.546427	-3.700002
41.579770	-3.800002
41.613114	-3.700002
41.646458	-3.400001
41.679802	-3.400001
41.713146	-3.400001
41.746490	-3.800001
41.779833	-3.300002
41.813177	-3.700002
41.846521	-3.700002
41.879865	-3.700002
41.913209	-3.700002
41.946553	-3.700002
41.979897	-3.700002
42.013240	-3.700002
42.046584	-3.700002
42.079928	-3.700002
42.113272	-3.700002
42.146616	-3.700002
42.179960	-3.700002
42.213303	-3.700002
42.246647	-3.700002
42.279991	-3.700002
42.313335	-3.700002
42.346679	-3.700002
42.380023	-3.800002
42.413366	-3.700002
42.446710	-3.800001
42.480054	-3.700001
42.513398	-3.700001
42.546742	-3.800001
42.580086	-3.200001
42.613429	-3.700001
42.646773	-3.700000
42.680117	-3.700000
42.713461	-3.700000
42.746805	-3.700000
42.780149	-3.700000
42.813493	-3.700000
42.846836	-3.700000
42.880180	-3.700000
42.913524	-3.700000
42.946868	-3.700000
42.980212	-3.700000
43.013556	-3.800000
43.046899	-3.800000
43.080243	-3.200000
43.113587	-4.000000
43.146931	-4.000000
43.180275	-4.100000
43.213619	-4.100000
43.246962	-4.100000
43.280306	-4.100000
43.313650	-3.700000
43.346994	-3.700000
43.380338	-3.700000
43.413682	-3.700000
43.447026	-3.700000
43.480369	-3.700000
43.513713	-3.700000
43.547057	-3.700000
43.580401	-3.700000
43.613745	-3.700000
43.647089	-3.700000
43.680432	-3.700000
43.713776	-3.700000
43.747120	-3.700000
43.780464	-3.700000
43.813808	-3.700000
43.847152	-3.700000
43.880495	-3.700000
43.913839	-3.700000
43.947183	-3.700000
43.980527	-3.700000
44.013871	-3.200000
44.047215	-3.700000
44.080559	-3.700000
44.113902	-3.700000
44.147246	-3.700000
44.180590	-3.700000
44.213934	-3.700000
44.247278	-3.700000
44.280622	-3.700000
44.313965	-3.700000
44.347309	-3.700000
44.380653	-3.700000
44.413997	-3.700000
44.447341	-3.200000
44.480685	-4.500000
44.514028	-2.600001
44.547372	-3.800001
44.580716	-3.800001
44.614060	-3.800001
44.647404	-3.800001
44.680748	-5.600001
44.714092	-4.100001
44.747435	-4.100001
44.780779	-4.100001
44.814123	-4.100001
44.847467	-3.400001
44.880811	-3.400001
44.914155	-3.700001
44.947498	-3.400001
44.980842	-3.700001
45.014186	-3.400001
45.047530	-3.400001
45.080874	-3.400001
45.114218	-3.700001
45.147561	-3.400001
45.180905	-3.700001
45.214249	-3.700001
45.247593	-3.700001
45.280937	-3.400001
45.314281	-3.700001
45.347625	-3.200001
45.380968	-4.100001
45.414312	-4.100001
45.447656	-4.100001
45.481000	-4.100001
45.514344	-4.000001
45.547688	-4.100001
45.581031	-4.100001
45.614375	-4.100001
45.647719	-4.100001
45.681063	-4.100001
45.714407	-4.100001
45.747751	-4.100001
45.781094	-4.100001
45.814438	-4.100001
45.847782	-4.100001
45.881126	-4.100001
45.914470	-4.100001
45.947814	-4.100001
45.981157	-3.400001
46.014501	-4.100001
46.047845	-3.400001
46.081189	-3.400001
46.114533	-3.400001
46.147877	-3.200001
46.181221	-4.500001
46.214564	-2.600002
46.247908	-2.700002
46.281252	-3.400002
46.314596	-3.200002
46.347940	-4.000002
46.381284	-4.100001
46.414627	-4.100002
46.447971	-4.100002
46.481315	-4.100002
46.514659	-4.100002
46.548003	-4.100002
46.581347	-4.100002
46.614690	-4.100002
46.648034	-3.200002
46.681378	-4.500002
46.714722	-2.600002
46.748066	-2.700002
46.781410	-3.700002
46.814754	-3.200002
46.848097	-4.000002
46.881441	-4.100002
46.914785	-4.100002
46.948129	-4.100002
46.981473	-4.000002
47.014817	-4.000002
47.048160	-4.000002
47.081504	-4.100002
47.114848	-4.100002
47.148192	-4.100002
47.181536	-4.100002
47.214880	-4.100002
47.248223	-4.100002
47.281567	-4.100002
47.314911	-4.100002
47.348255	-4.100002
47.381599	-4.100002
47.414943	-4.100002
47.448287	-4.100002
47.481630	-4.100002
47.514974	-3.700002
47.548318	-3.200002
47.581662	-4.100002
47.615006	-4.100002
47.648350	-4.000002
47.681693	-4.100003
47.715037	-4.100002
47.748381	-4.100002
47.781725	-4.100002
47.815069	-4.100002
47.848413	-4.100002
47.881756	-4.100002
47.915100	-4.100002
47.948444	-4.100002
47.981788	-4.100002
48.015132	-4.100002
48.048476	-4.100002
48.081820	-4.100002
48.115163	-4.100002
48.148507	-3.200002
48.181851	-4.100003
48.215195	-4.100003
48.248539	-4.100003
48.281883	-4.100003
48.315226	-4.100003
48.348570	-4.000003
48.381914	-4.000003
48.415258	-4.000003
48.448602	-4.000003
48.481946	-4.000003
48.515289	-4.000003
48.548633	-4.000003
48.581977	-4.000003
48.615321	-4.000003
48.648665	-4.000003
48.682009	-4.000003
48.715353	-4.100003
48.748696	-4.100003
48.782040	-4.100003
48.815384	-4.100003
48.848728	-4.100003
48.882072	-4.100003
48.915416	-4.100003
48.948759	-3.200003
48.982103	-4.100003
49.015447	-4.500003
49.048791	-4.300003
49.082135	-3.400003
49.115479	-3.400003
49.148822	-3.400003
49.182166	-3.400003
49.215510	-3.400003
49.248854	-3.400003
49.282198	-3.400003
49.315542	-3.000003
49.348885	-3.700003
49.382229	-3.700003
49.415573	-3.700003
49.448917	-3.700003
49.482261	-3.700003
49.515605	-3.700003
49.548949	-3.700003
49.582292	-3.200003
49.615636	-4.100003
49.648980	-4.100004
49.682324	-4.100004
49.715668	-4.100004
49.749012	-4.100004
49.782355	-4.100004
49.815699	-4.100004
49.849043	-3.700004
49.882387	-3.700003
49.915731	-3.700003
49.949075	-3.700003
49.982418	-3.700003
50.015762	-3.700003
50.049106	-3.700003
50.082450	-3.700003
50.115794	-3.700003
50.149138	-3.700003
50.182482	-3.200003
50.215825	-4.100003
50.249169	-4.100004
50.282513	-4.100004
50.315857	-4.000004
50.349201	-4.100004
50.382545	-4.100004
50.415888	-3.700004
50.449232	-3.700003
50.482576	-3.700003
50.515920	-3.700003
50.549264	-3.700003
50.582608	-3.700003
