59.33226705	-624536	300	725.6	0.280
59.75141525	-629222	305	730.9	0.285
60.1725378	-631024	307	732.9	0.287
60.57732916	-634406	304	736.7	0.284
60.99738908	-635092	309	737.5	0.289
61.41769147	-636350	307	738.9	0.287
61.82038355	-639024	307	741.9	0.287
62.20753741	-642446	304	745.7	0.284
62.53410292	-642892	308	746.2	0.288
62.95170331	-647002	308	750.8	0.288
63.43235826	-648888	306	752.9	0.286
63.77313352	-649054	309	753.1	0.289
64.11371875	-648360	308	752.4	0.288
64.50155234	-651646	310	756.0	0.290
64.90605831	-652436	310	756.9	0.290
65.35631371	-655526	310	760.4	0.290
65.78920627	-658292	304	763.5	0.284
66.22231674	-659026	311	764.3	0.291
66.62532187	-660172	308	765.6	0.288
66.96619463	-659470	309	764.8	0.289
67.3557682	-659564	308	764.9	0.288
67.78528118	-659070	308	764.4	0.288
68.22181034	-660096	312	765.5	0.292
68.64071298	-662846	309	768.6	0.289
69.12341642	-667020	308	773.3	0.288
69.54073167	-669178	310	775.7	0.290
69.96016645	-667228	314	773.5	0.294
70.37914491	-672050	308	779.0	0.288
70.73751783	-672164	314	779.1	0.294
71.15599799	-673290	313	780.4	0.293
71.51222801	-674220	309	781.4	0.289
71.9330647	-678650	312	786.4	0.292
72.33629608	-686024	314	794.7	0.294
72.75582433	-686814	314	795.5	0.294
73.17699909	-687660	313	796.5	0.293
73.58078361	-691406	316	800.7	0.296
73.99935675	-697816	313	807.9	0.293
74.4316113	-699422	317	809.7	0.297
74.75523829	-701884	318	812.5	0.298
75.1741209	-705638	318	816.7	0.298
75.54318357	-707648	318	818.9	0.298
75.97782278	-711902	315	823.7	0.295
76.39409828	-713532	313	825.6	0.293
76.73375559	-713406	316	825.4	0.296
77.1536665	-717356	317	829.9	0.297
77.47985196	-719666	318	832.4	0.298
77.88661933	-722408	318	835.5	0.298
78.22898197	-724598	317	838.0	0.297
78.63170815	-726496	320	840.1	0.300
78.95779228	-726298	321	839.9	0.301
79.37507701	-731176	318	845.4	0.298
79.82468224	-735654	322	850.4	0.302
80.1659863	-736444	318	851.3	0.298
80.56868625	-739650	318	854.9	0.298
81.01503396	-742144	323	857.7	0.303
81.40229177	-743286	324	859.0	0.304
81.80571485	-746892	321	863.0	0.301
82.22493911	-749262	318	865.7	0.298
82.56636763	-750100	320	866.6	0.300
82.90824056	-753290	323	870.2	0.303
83.32910585	-759540	321	877.2	0.301
83.74729514	-762406	325	880.5	0.305
84.15167904	-764516	325	882.8	0.305
84.52527952	-768426	322	887.2	0.302
84.94569898	-772492	327	891.8	0.307
85.36580038	-774562	319	894.1	0.299
85.73690462	-777720	320	897.7	0.300
86.12841749	-780090	319	900.3	0.299
86.5487895	-783624	325	904.3	0.305
86.95129704	-788502	325	909.8	0.305
87.36889195	-791320	328	912.9	0.308
87.78586602	-795294	324	917.4	0.304
88.20204568	-797680	330	920.1	0.310
88.60672164	-802182	326	925.1	0.306
89.00967741	-806916	326	930.5	0.306
89.42823315	-809814	328	933.7	0.308
89.83244395	-814828	330	939.3	0.310
90.24846315	-816674	326	941.4	0.306
90.65505171	-821076	333	946.4	0.313
90.98135877	-822522	331	948.0	0.311
91.38403487	-827764	332	953.9	0.312
91.81730604	-830210	329	956.6	0.309
92.24922848	-834204	333	961.1	0.313
92.68438458	-839370	331	966.9	0.311
93.10135245	-843512	332	971.6	0.312
93.5192039	-845446	335	973.7	0.315
93.96810627	-851820	335	980.9	0.315
94.37020278	-856758	334	986.4	0.314
94.71227956	-857408	332	987.2	0.312
95.11536479	-860566	335	990.7	0.315
95.45645189	-864724	338	995.4	0.318
95.84283972	-864466	341	995.1	0.322
96.27398062	-870088	340	1001.4	0.320
96.72432566	-874634	338	1006.5	0.318
97.14265203	-877156	340	1009.3	0.320
97.50023508	-882082	339	1014.9	0.319
97.85622859	-884968	334	1018.1	0.314
98.2743907	-887898	334	1021.4	0.314
98.69450188	-894172	348	1028.5	0.329
99.11630034	-899214	336	1034.1	0.316
99.44288969	-900968	339	1036.1	0.319
99.81583595	-906634	340	1042.5	0.320
100.2202845	-913652	343	1050.3	0.324
100.6391234	-918530	351	1055.8	0.332
101.0570579	-923440	346	1061.3	0.327
101.4774983	-926606	343	1064.9	0.324
101.8658831	-933176	346	1072.3	0.327
102.2997329	-935834	344	1075.3	0.325
102.7327833	-938560	351	1078.3	0.332
103.153537	-943330	343	1083.7	0.324
103.572166	-947504	344	1088.4	0.325
104.006187	-950878	346	1092.2	0.327
104.3943586	-953628	344	1095.2	0.325
104.7830055	-957706	347	1099.8	0.328
105.17135	-960424	346	1102.9	0.327
105.5604894	-966202	347	1109.4	0.328
105.9024777	-967984	349	1111.4	0.330
